SDG 1-1,SDG 2-1,SDG 2-2,SDG 2-3,SDG 2-4,SDG 3-1,SDG 3-2,SDG 4,SDG 5-1,SDG 5-2,SDG 5-3,SDG 5-4,SDG 6-1,SDG 6-2,SDG 7-1,SDG 7-2,SDG 9
0,-0.73723155,0,0,0,0,0,0.30748105,0,0,0.35331739,0,0.51736617,0.33692885,-0.14102635,-0.15966874,0
