SDG 1-1,SDG 2-1,SDG 2-2,SDG 2-3,SDG 2-4,SDG 3-1,SDG 3-2,SDG 4,SDG 5-1,SDG 5-2,SDG 5-3,SDG 5-4,SDG 6-1,SDG 6-2,SDG 7-1,SDG 7-2,SDG 9
0,0.43148297,0,0,0,0,0,0,-0.49890078,0,0,0,0,0.32453876,0,0,0
