SDG 1-1,SDG 2-1,SDG 2-2,SDG 2-3,SDG 2-4,SDG 3-1,SDG 3-2,SDG 4,SDG 5-1,SDG 5-2,SDG 5-3,SDG 5-4,SDG 6-1,SDG 6-2,SDG 7-1,SDG 7-2,SDG 9
0,-0.8705501,-0.65184794,0,-0.55639098,0,0,0.4426669,0,-0.57049717,0,0,0.3641428,0.4981627,0.4108529,0,0.3904709
