SDG 1-1,SDG 2-1,SDG 2-2,SDG 2-3,SDG 2-4,SDG 3-1,SDG 3-2,SDG 4,SDG 5-1,SDG 5-2,SDG 5-3,SDG 5-4,SDG 6-1,SDG 6-2,SDG 7-1,SDG 7-2,SDG 9
-0.4081906,-0.76274085,0,0,0,-0.58785425,-0.5865263,0,0,0,0,0,0,-0.31061613,0,-0.32224384,-0.34202496
